FruitID,Dry,Dry_date,FruitID,Wet,Wet_date
GS1_32.06,2.29,6,GS1_32.06,16.27,5
GS1_33.01,2.52,10,GS1_33.01,15.39,9
GS1_33.02,2.29,10,GS1_33.02,15.57,9
GS1_33.03,2.3,10,GS1_33.03,14.25,9
GS1_33.04,2.04,10,GS1_33.04,14.36,9
GS1_33.05,2.08,10,GS1_33.05,14.11,9
GS1_33.06,2.29,10,GS1_33.06,15.85,9
GS1_34.01,2.54,9,GS1_34.01,15.62,8
GS1_34.02,2.32,9,GS1_34.02,15.34,8
GS1_34.03,2.32,9,GS1_34.03,16.2,8
GS1_34.04,2.87,9,GS1_34.04,14.4,8
GS1_34.05,1.79,9,GS1_34.05,14.47,8
GS1_34.06,2.4,9,GS1_34.06,16.4,8
GS1_35.01,2.13,5,GS1_35.01,15.07,4
GS1_35.02,1.87,5,GS1_35.02,14.72,4
GS1_35.03,1.74,5,GS1_35.03,15.45,4
GS1_35.04,2.03,5,GS1_35.04,15.17,4
GS1_35.05,1.79,5,GS1_35.05,15.89,4
GS1_35.06,2.32,5,GS1_35.06,15.65,4
GS1_36.01,2.41,8,GS1_36.01,16.5,7
GS1_36.02,2,8,GS1_36.02,15.35,7
GS1_36.03,2.2,8,GS1_36.03,14.94,7
GS1_36.04,2.14,8,GS1_36.04,14.62,7
GS1_36.05,2.12,8,GS1_36.05,14.69,7
GS1_36.06,1.81,8,GS1_36.06,14.16,7
GS1_37.01,2.4,11,GS1_37.01,16.07,10
GS1_37.02,1.9,11,GS1_37.02,15.99,10
GS1_37.03,2.51,11,GS1_37.03,16.15,10
GS1_37.04,2.04,11,GS1_37.04,16.04,10
GS1_37.05,2.02,11,GS1_37.05,14.85,10
GS1_37.06,2.67,11,GS1_37.06,14.85,10
GS1_38.01,2.54,8,GS1_38.01,14.77,7
GS1_38.02,2.65,8,GS1_38.02,15.67,7
GS1_38.03,3.62,8,GS1_38.03,15.33,7
GS1_38.04,2.51,8,GS1_38.04,14.3,7
GS1_38.05,2.35,8,GS1_38.05,15.3,7
GS1_38.06,2.49,8,GS1_38.06,14.91,7
GS1_39.01,2.54,8,GS1_39.01,16.04,7
GS1_39.02,3.79,8,GS1_39.02,15.76,7
GS1_39.03,3.04,8,GS1_39.03,15.17,7
GS1_39.04,3.9,8,GS1_39.04,15.67,7
GS1_39.05,1.76,8,GS1_39.05,13.94,7
GS1_39.06,2.76,8,GS1_39.06,15.42,7
GS1_4.01,2.6,6,GS1_4.01,14.3,4
GS1_4.02,2.7,6,GS1_4.02,16.31,4
GS1_4.03,1.91,6,GS1_4.03,16.39,4
GS1_4.04,2.26,6,GS1_4.04,15.69,4
GS1_4.05,2.1,6,GS1_4.05,14.54,4
GS1_4.06,2.14,6,GS1_4.06,15.9,4
GS1_40.01,2.58,9,GS1_40.01,15.73,8
GS1_40.02,2.59,9,GS1_40.02,16.73,8
GS1_40.03,2.94,9,GS1_40.03,16.25,8
GS1_40.05,3.63,9,GS1_40.05,16.92,8
GS1_40.06,2.86,9,GS1_40.06,16.42,8
GS1_41.01,2.69,9,GS1_41.01,16.26,8
GS1_41.01,1.94,12,GS1_41.01,12.57,12
GS1_41.02,2.57,9,GS1_41.02,16.65,8
GS1_41.02,2.42,12,GS1_41.02,15.14,12
GS1_41.03,2.59,9,GS1_41.03,16.76,8
GS1_41.03,2.41,12,GS1_41.03,15.71,12
GS1_41.04,2.65,12,GS1_41.04,15.21,12
GS1_41.05,2.62,9,GS1_41.05,16.71,8
GS1_41.05,2.48,12,GS1_41.05,15.68,12
GS1_41.06,2.17,12,GS1_41.06,15.34,12
GS1_43.01,2.6,10,GS1_43.01,15.19,10
GS1_43.01,2.46,11,GS1_43.01,15.59,11
GS1_43.02,2.7,10,GS1_43.02,15.45,10
GS1_43.02,2.41,11,GS1_43.02,14.25,11
GS1_43.03,3,10,GS1_43.03,15.7,10
GS1_43.03,1.94,11,GS1_43.03,13.22,11
GS1_43.04,2.33,10,GS1_43.04,16,10
GS1_43.04,2.7,11,GS1_43.04,15.88,11
GS1_43.05,2.49,10,GS1_43.05,16.23,10
GS1_43.06,2.02,10,GS1_43.06,13.97,10
GS1_44.01,2.25,7,GS1_44.01,15.4,5
GS1_44.02,2.32,7,GS1_44.02,15.4,5
GS1_44.03,2.02,7,GS1_44.03,15.09,5
GS1_44.04,1.84,7,GS1_44.04,15.66,5
GS1_44.05,2.19,7,GS1_44.05,15.4,5
GS1_44.06,2.88,7,GS1_44.06,15.85,5
GS1_45.01,2.79,8,GS1_45.01,15.43,7
GS1_45.02,2.98,8,GS1_45.02,14.36,7
GS1_45.03,2.51,8,GS1_45.03,15.65,7
GS1_45.04,2.32,8,GS1_45.04,15.57,7
GS1_45.05,3.35,8,GS1_45.05,16.34,7
GS1_45.06,2.01,8,GS1_45.06,15.62,7
GS1_46.01,2.12,10,GS1_46.01,14.71,9
GS1_46.02,1.8,10,GS1_46.02,16.4,9
GS1_46.03,2.13,10,GS1_46.03,15.5,9
GS1_46.04,2.28,10,GS1_46.04,14.99,9
GS1_46.05,2.25,9,GS1_46.05,15.07,9
GS1_46.06,2.19,10,GS1_46.06,15.64,9
GS1_47.01,2.19,6,GS1_47.01,15.28,3
GS1_47.02,1.95,6,GS1_47.02,15.04,3
GS1_47.03,2.61,6,GS1_47.03,15.86,3
GS1_47.04,2.33,6,GS1_47.04,16.38,3
GS1_47.05,2.34,6,GS1_47.05,16.79,3
GS1_47.06,2.01,6,GS1_47.06,14.18,3
GS1_48.01,2.62,7,GS1_48.01,16.05,6
GS1_48.02,3.28,7,GS1_48.02,16.12,6
GS1_48.03,2.49,7,GS1_48.03,15.18,6
GS1_48.04,2.37,7,GS1_48.04,15.03,6
GS1_48.05,2.02,7,GS1_48.05,15.82,6
GS1_48.06,2.39,7,GS1_48.06,15.62,6
GS1_49.01,1.81,3,GS1_49.01,13.02,2
GS1_49.02,1.95,3,GS1_49.02,13.03,2
GS1_49.03,1.88,3,GS1_49.03,13.24,2
GS1_49.04,1.92,3,GS1_49.04,12.29,2
GS1_49.05,2.08,3,GS1_49.05,13.48,2
GS1_49.06,2.07,3,GS1_49.06,13.18,2
GS1_5.01,2.97,6,GS1_5.01,15.14,6
GS1_5.02,3.06,6,GS1_5.02,15.12,6
GS1_5.03,2.25,6,GS1_5.03,15.64,6
GS1_5.04,2.45,6,GS1_5.04,15.72,6
GS1_5.05,2.36,6,GS1_5.05,15.2,6
GS1_5.06,2.17,6,GS1_5.06,15.54,6
GS1_50.01,2.2,10,GS1_50.01,15.55,9
GS1_50.02,1.88,10,GS1_50.02,15.06,9
GS1_50.03,2.3,10,GS1_50.03,15.42,9
GS1_50.04,2.4,10,GS1_50.04,15.48,9
GS1_50.05,1.88,10,GS1_50.05,15.69,9
GS1_50.06,2.95,10,GS1_50.06,15.04,9
GS1_51.01,2.27,1,GS1_51.01,15.06,1
GS1_51.02,2.52,1,GS1_51.02,14.29,1
GS1_51.03,2.46,1,GS1_51.03,14.1,1
GS1_51.04,2.12,1,GS1_51.04,13.19,1
GS1_51.05,2.65,1,GS1_51.05,15.4,1
GS1_51.06,2.39,1,GS1_51.06,14.77,1
GS1_52.01,2.61,8,GS1_52.01,16.2,7
GS1_52.02,2.64,8,GS1_52.02,16.86,7
GS1_52.03,3.1,8,GS1_52.03,16.49,7
GS1_52.04,2.12,8,GS1_52.04,14.05,7
GS1_52.05,0.98,8,GS1_52.05,14.98,7
GS1_52.06,2.3,8,GS1_52.06,15.03,7
GS1_53.01,2.55,8,GS1_53.01,15.98,7
GS1_53.02,2.28,8,GS1_53.02,15.76,7
GS1_53.03,1.96,8,GS1_53.03,14.86,7
GS1_53.04,2.35,8,GS1_53.04,14.56,7
GS1_53.05,2.63,8,GS1_53.05,15.56,7
GS1_53.06,2.69,8,GS1_53.06,15.3,7
GS1_54.01,2.89,9,GS1_54.01,16.52,8
GS1_54.02,2.31,9,GS1_54.02,14.79,8
GS1_54.03,3.65,9,GS1_54.03,16.11,8
GS1_54.04,2.4,9,GS1_54.04,16.35,8
GS1_54.05,2.13,9,GS1_54.05,13.62,8
GS1_54.06,2.19,9,GS1_54.06,14.85,8
GS1_55.01,1.23,8,GS1_55.01,8.62,7
GS1_55.02,1.73,8,GS1_55.02,15.39,7
GS1_55.03,2.11,8,GS1_55.03,14.1,7
GS1_55.04,1.99,8,GS1_55.04,15.01,7
GS1_55.05,2.6,8,GS1_55.05,15.96,7
GS1_55.06,2.14,8,GS1_55.06,15.58,7
GS1_56.01,2.56,9,GS1_56.01,15.74,8
GS1_56.02,2.55,9,GS1_56.02,15.88,8
GS1_56.03,2.09,9,GS1_56.03,14.8,8
GS1_56.04,2.62,9,GS1_56.04,15.97,8
GS1_56.05,3.33,9,GS1_56.05,16.59,8
GS1_56.06,3.22,9,GS1_56.06,16.63,8
GS1_57.01,2.19,10,GS1_57.01,14.38,9
GS1_57.02,2.71,10,GS1_57.02,15.89,9
GS1_57.03,2.18,10,GS1_57.03,16.31,9
GS1_57.04,3.16,10,GS1_57.04,14.96,9
GS1_57.05,2.18,10,GS1_57.05,13.45,9
GS1_58.01,2.75,6,GS1_58.01,15.66,6
GS1_58.02,2.47,6,GS1_58.02,15.43,6
GS1_58.03,2.82,6,GS1_58.03,14.98,6
GS1_58.04,2.42,6,GS1_58.04,15.32,6
GS1_58.05,2.16,6,GS1_58.05,13.83,6
GS1_58.06,2.57,6,GS1_58.06,15.6,6
GS1_59.01,1.85,5,GS1_59.01,14.25,4
GS1_59.02,3.08,5,GS1_59.02,15.27,4
GS1_59.03,1.97,5,GS1_59.03,14.15,4
GS1_59.04,2.41,5,GS1_59.04,16.02,4
GS1_59.05,1.88,5,GS1_59.05,15.33,4
GS1_59.06,1.78,5,GS1_59.06,15.44,4
GS1_6.01,2.26,7,GS1_6.01,16.91,5
GS1_6.02,1.93,7,GS1_6.02,15.25,5
GS1_6.03,2.53,7,GS1_6.03,15.37,5
GS1_6.04,2.18,7,GS1_6.04,15.09,5
GS1_6.05,2.5,7,GS1_6.05,15.35,5
GS1_6.06,3.16,7,GS1_6.06,16.02,5
GS1_60.01,2.11,10,GS1_60.01,15.03,9
GS1_60.02,2.09,10,GS1_60.02,15.19,9
GS1_60.03,1.77,10,GS1_60.03,15.86,9
GS1_60.04,1.93,10,GS1_60.04,15.74,9
GS1_60.05,2.26,10,GS1_60.05,15.23,9
GS1_60.06,1.95,10,GS1_60.06,16.07,9
GS1_61.01,2.48,10,GS1_61.01,14.7,9
GS1_61.02,2.27,10,GS1_61.02,14.83,9
GS1_61.03,1.89,10,GS1_61.03,14.47,9
GS1_61.04,2.27,10,GS1_61.04,14.33,9
GS1_61.05,1.97,10,GS1_61.05,15.58,9
GS1_61.06,2.73,10,GS1_61.06,14.91,9
GS1_62.01,1.9,2,GS1_62.01,14.86,1
GS1_62.02,2.14,2,GS1_62.02,15.5,1
GS1_62.03,1.97,2,GS1_62.03,14.54,1
GS1_62.04,2.77,2,GS1_62.04,16.22,1
GS1_62.05,1.96,2,GS1_62.05,14.69,1
GS1_62.06,2.77,2,GS1_62.06,15.26,1
GS1_63.01,2.04,8,GS1_63.01,14.23,7
GS1_63.02,2.37,8,GS1_63.02,14.35,7
GS1_63.03,2.81,8,GS1_63.03,15.96,7
GS1_63.04,2.38,8,GS1_63.04,15.35,7
GS1_63.05,2.17,8,GS1_63.05,14.46,7
GS1_63.06,2.33,8,GS1_63.06,14.89,7
GS1_64.01,2.26,7,GS1_64.01,15.51,5
GS1_64.02,2.07,7,GS1_64.02,15.57,5
GS1_64.03,2.56,7,GS1_64.03,16.11,5
GS1_64.04,2.66,7,GS1_64.04,15.97,5
GS1_64.05,2.32,7,GS1_64.05,15.67,5
GS1_64.06,2.67,7,GS1_64.06,16.06,5
GS1_65.01,1.87,10,GS1_65.01,15.09,9
GS1_65.02,1.86,10,GS1_65.02,14.17,9
GS1_65.03,1.71,10,GS1_65.03,14.25,9
GS1_65.04,1.83,10,GS1_65.04,14.99,9
GS1_65.05,1.89,10,GS1_65.05,16.27,9
GS1_65.06,1.84,10,GS1_65.06,15.26,9
GS1_66.01,2.15,8,GS1_66.01,15.14,7
GS1_66.02,2.09,8,GS1_66.02,15.16,7
GS1_66.03,2.87,8,GS1_66.03,16.66,7
GS1_66.04,2.33,8,GS1_66.04,15.47,7
GS1_66.05,2.29,8,GS1_66.05,15.35,7
GS1_66.06,2.57,8,GS1_66.06,15.66,7
GS1_67.01,2.25,11,GS1_67.01,15.96,10
GS1_67.02,2.19,10,GS1_67.02,14.97,10
GS1_67.03,2.37,10,GS1_67.03,16.32,10
GS1_67.04,1.85,11,GS1_67.04,13.34,10
GS1_67.05,2.13,10,GS1_67.05,14.89,10
GS1_67.06,2.12,10,GS1_67.06,15.63,10
GS1_68.01,2.82,12,GS1_68.01,16.03,12
GS1_68.02,2.53,12,GS1_68.02,15.09,12
GS1_68.03,2.25,12,GS1_68.03,15.74,12
GS1_68.04,2.21,12,GS1_68.04,15.48,12
GS1_68.05,2.32,12,GS1_68.05,15.22,12
GS1_69.01,2.61,9,GS1_69.01,15.49,9
GS1_69.02,2.45,9,GS1_69.02,14.46,9
GS1_69.03,2.38,9,GS1_69.03,14.27,9
GS1_69.04,2.76,9,GS1_69.04,16.39,9
GS1_69.05,2.69,9,GS1_69.05,15.36,9
GS1_69.06,2.89,9,GS1_69.06,15.87,9
GS1_7.04,2.48,7,GS1_7.04,16.16,5
GS1_7.05,3.18,7,GS1_7.05,15.13,5
GS1_7.06,2.2,7,GS1_7.06,15.86,5
GS1_70.01,2.29,6,GS1_70.01,16.98,3
GS1_70.02,2.1,6,GS1_70.02,14.28,3
GS1_70.03,1.96,6,GS1_70.03,16.32,3
GS1_70.04,2.05,6,GS1_70.04,14.36,3
GS1_70.05,2.25,6,GS1_70.05,14.9,3
GS1_70.06,1.9,6,GS1_70.06,15.09,3
GS1_71.01,2.38,12,GS1_71.01,15.47,12
GS1_71.02,2.65,12,GS1_71.02,15.47,12
GS1_71.03,2.78,12,GS1_71.03,15.5,12
GS1_71.04,2.71,12,GS1_71.04,15.61,12
GS1_71.05,2.62,12,GS1_71.05,15.21,12
GS1_71.06,2.41,12,GS1_71.06,15.44,12
GS1_72.01,2.79,10,GS1_72.01,13.59,9
GS1_72.02,2.41,10,GS1_72.02,14.17,9
GS1_72.03,0.94,10,GS1_72.03,15.1,9
GS1_72.04,2.75,10,GS1_72.04,15.21,9
GS1_72.05,2.83,9,GS1_72.05,15.13,9
GS1_72.06,2.6,10,GS1_72.06,15.27,9
GS1_73.01,1.91,10,GS1_73.01,14.25,9
GS1_73.02,1.83,10,GS1_73.02,13.74,9
GS1_73.03,1.43,10,GS1_73.03,14.25,9
GS1_73.04,2.24,10,GS1_73.04,15.74,9
GS1_73.05,1.7,10,GS1_73.05,14.03,9
GS1_73.06,2.06,10,GS1_73.06,15.5,9
GS1_74.01,2.04,12,GS1_74.01,15.26,12
GS1_74.02,1.93,12,GS1_74.02,15.54,12
GS1_74.03,2.07,12,GS1_74.03,15.06,12
GS1_74.04,1.88,12,GS1_74.04,15.13,12
GS1_74.05,1.71,12,GS1_74.05,15.82,12
GS1_75.01,2.15,5,GS1_75.01,15.61,4
GS1_75.02,2.86,5,GS1_75.02,14.14,4
GS1_75.03,2.37,5,GS1_75.03,14.99,4
GS1_75.04,2.34,5,GS1_75.04,14.15,4
GS1_75.05,2.34,5,GS1_75.05,16.43,4
GS1_75.06,2.24,5,GS1_75.06,15.29,4
GS1_76.01,1.82,8,GS1_76.01,14.28,7
GS1_76.02,2.36,8,GS1_76.02,13.7,7
GS1_76.03,2.32,8,GS1_76.03,15.65,7
GS1_76.04,2.67,8,GS1_76.04,14.89,7
GS1_76.05,2.16,8,GS1_76.05,15.05,7
GS1_76.06,2.25,8,GS1_76.06,15.8,7
GS1_77.01,2.21,1,GS1_77.01,15.12,1
GS1_77.02,1.74,1,GS1_77.02,11.32,1
GS1_77.03,2.76,1,GS1_77.03,15.98,1
GS1_77.04,2.48,1,GS1_77.04,15.68,1
GS1_77.05,2.3,1,GS1_77.05,15.71,1
GS1_77.06,2.72,1,GS1_77.06,16.63,1
GS1_78.01,2.02,2,GS1_78.01,14.13,1
GS1_78.02,1.95,2,GS1_78.02,14.61,1
GS1_78.03,2.69,2,GS1_78.03,14,1
GS1_78.04,2.35,2,GS1_78.04,14.99,1
GS1_78.05,2.06,2,GS1_78.05,15.38,1
GS1_78.06,2.05,2,GS1_78.06,15.15,1
GS1_79.01,2.46,10,GS1_79.01,15.33,9
GS1_79.02,1.8,10,GS1_79.02,15.04,9
GS1_79.03,2.25,10,GS1_79.03,14.73,9
GS1_79.04,2.67,10,GS1_79.04,14.71,9
GS1_79.05,2.14,10,GS1_79.05,15.04,9
GS1_79.06,2.43,10,GS1_79.06,14.95,9
GS1_8.01,2.88,7,GS1_8.01,15.9,5
GS1_8.01,2.29,9,GS1_8.01,16.24,8
GS1_8.02,2.21,7,GS1_8.02,15.66,5
GS1_8.02,1.79,9,GS1_8.02,14.5,8
GS1_8.03,2.76,7,GS1_8.03,15.27,5
GS1_8.04,1.71,7,GS1_8.04,16.19,5
GS1_8.05,2.18,7,GS1_8.05,16.1,5
GS1_8.06,2.25,7,GS1_8.06,15.39,5
GS1_80.01,2.71,1,GS1_80.01,16,1
GS1_80.02,1.65,1,GS1_80.02,14.66,1
GS1_80.03,2.54,1,GS1_80.03,15.71,1
GS1_80.04,2.52,1,GS1_80.04,15.76,1
GS1_80.05,2.8,1,GS1_80.05,14.53,1
GS1_80.06,1.88,1,GS1_80.06,14.33,1
GS1_81.01,1.94,6,GS1_81.01,15.45,6
GS1_81.02,2.1,6,GS1_81.02,15.24,6
GS1_81.03,2.06,6,GS1_81.03,15.15,6
GS1_81.04,2.13,6,GS1_81.04,15.41,6
GS1_81.05,2.39,6,GS1_81.05,16.18,6
GS1_81.06,2.39,6,GS1_81.06,15.75,6
GS1_82.01,2.77,7,GS1_82.01,15.37,5
GS1_82.02,2.46,7,GS1_82.02,15.88,5
GS1_82.03,2.16,7,GS1_82.03,15.57,5
GS1_82.04,2.46,7,GS1_82.04,15.09,5
GS1_82.05,2.73,7,GS1_82.05,15.56,5
GS1_82.06,2.78,7,GS1_82.06,15.44,5
GS1_83.01,2.89,12,GS1_83.01,15.22,12
GS1_83.02,2.16,12,GS1_83.02,15.08,12
GS1_83.03,2.23,12,GS1_83.03,15.59,12
GS1_83.04,2.66,12,GS1_83.04,14.09,12
GS1_83.05,2.24,12,GS1_83.05,15.38,12
GS1_83.06,1.83,12,GS1_83.06,14,12
GS1_84.01,2.32,2,GS1_84.01,15.25,1
GS1_84.01,2.34,7,GS1_84.01,15.18,5
GS1_84.02,2.29,2,GS1_84.02,15.88,1
GS1_84.02,2.01,7,GS1_84.02,15.07,5
GS1_84.03,2.56,2,GS1_84.03,16.3,1
GS1_84.03,2.71,7,GS1_84.03,15.88,5
GS1_84.04,2.79,2,GS1_84.04,15.49,1
GS1_84.04,2.89,7,GS1_84.04,15.14,5
GS1_84.05,2.36,2,GS1_84.05,15.99,1
GS1_84.05,2.38,7,GS1_84.05,14.82,5
GS1_84.06,3,1,GS1_84.06,15.15,1
GS1_84.06,2.69,7,GS1_84.06,16.36,5
GS1_86.01,1.85,6,GS1_86.01,10.46,6
GS1_86.02,2.02,6,GS1_86.02,14.27,6
GS1_86.03,2.82,6,GS1_86.03,15.12,6
GS1_86.04,2.79,6,GS1_86.04,14.97,6
GS1_87.01,2.31,6,GS1_87.01,14.4,4
GS1_87.02,2.58,6,GS1_87.02,13.95,4
GS1_87.03,2.56,6,GS1_87.03,15.4,4
GS1_87.04,2.33,6,GS1_87.04,14.4,4
GS1_87.05,2.29,6,GS1_87.05,14.59,4
GS1_87.06,2.28,6,GS1_87.06,15.28,4
GS1_88.01,2.19,9,GS1_88.01,15.54,8
GS1_88.02,1.9,9,GS1_88.02,15,8
GS1_88.03,2.18,9,GS1_88.03,15.7,8
GS1_88.04,2.24,9,GS1_88.04,16.09,8
GS1_88.05,2.2,9,GS1_88.05,15.95,8
GS1_88.06,2.39,9,GS1_88.06,16.71,8
GS1_89.01,3.11,6,GS1_89.01,15,5
GS1_89.02,2.55,6,GS1_89.02,16.21,5
GS1_89.03,2.48,6,GS1_89.03,15.12,5
GS1_89.04,2.52,6,GS1_89.04,15.17,5
GS1_89.05,2.48,6,GS1_89.05,14.85,5
GS1_89.06,2.82,6,GS1_89.06,15.17,5
GS1_9.01,2.74,12,GS1_9.01,14.36,12
GS1_9.02,2.77,12,GS1_9.02,15.49,12
GS1_9.03,2.94,12,GS1_9.03,15.73,12
GS1_9.04,1.91,12,GS1_9.04,12.52,12
GS1_9.05,2.8,12,GS1_9.05,15.32,12
GS1_9.06,2.54,12,GS1_9.06,14.8,12
GS1_90.01,2.45,1,GS1_90.01,14.79,1
GS1_90.02,2.49,1,GS1_90.02,16.02,1
GS1_90.03,2.08,1,GS1_90.03,14.81,1
GS1_90.04,2.12,1,GS1_90.04,14.54,1
GS1_90.05,2.35,1,GS1_90.05,16.22,1
GS1_90.06,1.99,1,GS1_90.06,15.05,1
GS1_91.01,2.73,9,GS1_91.01,16.98,8
GS1_91.02,2.63,9,GS1_91.02,16.76,8
GS1_91.03,2.57,9,GS1_91.03,15.68,8
GS1_91.04,2.33,9,GS1_91.04,14.75,8
GS1_91.05,2.86,9,GS1_91.05,16.97,8
GS1_91.06,2.8,9,GS1_91.06,16.74,8
GS1_92.01,2.36,6,GS1_92.01,15.19,6
GS1_92.02,2.54,6,GS1_92.02,15.5,6
GS1_92.03,2.71,6,GS1_92.03,15.34,6
GS1_92.04,2.48,6,GS1_92.04,16.01,6
GS1_92.05,2.73,6,GS1_92.05,15.61,6
GS1_92.06,2.36,6,GS1_92.06,16.09,6
GS1_93.01,2.64,12,GS1_93.01,15.69,12
GS1_93.02,2.47,12,GS1_93.02,15.38,12
GS1_93.03,2.55,12,GS1_93.03,14.95,12
GS1_93.04,2.09,12,GS1_93.04,15.41,12
GS1_93.05,2.42,12,GS1_93.05,15.52,12
GS1_93.06,2.64,12,GS1_93.06,15.49,12
GS1_94.01,2.26,6,GS1_94.01,15.54,6
GS1_94.02,2.2,7,GS1_94.02,15.54,6
GS1_94.03,2.35,6,GS1_94.03,15.23,6
GS1_94.04,2.31,7,GS1_94.04,15.53,6
GS1_94.05,2.27,7,GS1_94.05,15.35,6
GS1_94.06,2.5,7,GS1_94.06,16.11,6
GS1_95.02,2.14,10,GS1_95.02,15.93,10
GS1_95.04,1.94,10,GS1_95.04,13.92,10
GS1_95.05,2.2,10,GS1_95.05,16.01,10
GS1_95.06,2.03,10,GS1_95.06,15,10
GS1_96.01,2.31,12,GS1_96.01,15.34,12
GS1_96.02,2.44,12,GS1_96.02,15.06,12
GS1_96.03,2.62,12,GS1_96.03,15.6,12
GS1_96.04,2.61,12,GS1_96.04,15.89,12
GS1_96.05,2.98,12,GS1_96.05,15.61,12
GS1_96.06,2.69,12,GS1_96.06,15.04,12
GS1_97.01,2.46,11,GS1_97.01,15.52,10
GS1_97.02,2.38,11,GS1_97.02,14.01,10
GS1_97.03,2.96,11,GS1_97.03,16.63,10
GS1_97.04,2.19,11,GS1_97.04,14.56,10
GS1_97.05,2.45,11,GS1_97.05,14.95,10
GS1_97.06,2.95,11,GS1_97.06,16.64,10
GS1_98.01,2.57,10,GS1_98.01,14.68,9
GS1_98.02,2.13,10,GS1_98.02,14.73,9
GS1_98.03,2.47,10,GS1_98.03,15.84,9
GS1_98.04,2.45,10,GS1_98.04,14.86,9
GS1_98.05,2.09,10,GS1_98.05,14.11,9
GS1_98.06,2.41,10,GS1_98.06,14.48,9
GS1_99.01,2.79,7,GS1_99.01,15.71,5
GS1_99.02,2.33,7,GS1_99.02,15.6,5
GS1_99.03,2.45,7,GS1_99.03,15.71,5
GS1_99.04,2.49,7,GS1_99.04,15.88,5
GS1_99.05,2.4,7,GS1_99.05,15.73,5
GS1_99.06,2.19,7,GS1_99.06,15.12,5
