FruitID,Dry
GS3_31.2,2.42
GS3_55.8,1.8
GS3_30.7,1.6
GS3_31.1,2.37
GS3_9.1,1.66
GS3_9.3,1.87
GS3_31.5,2.37
GS3_30.1,2.47
GS3_30.3,2.39
GS3_31.6,2.66
GS3_31.4,2.63
GS3_30.10,1.84
GS3_30.5,2.6
GS3_31.3,2.78
GS3_14.7,1.56
GS3_30.4,2.19
GS3_30.8,2.05
GS3_30.2,1.92
GS3_2.4,2
GS3_30.9,1.9
GS3_30.6,2.16
GS3_2.8,1.89
GS3_14.4,1.76
GS3_55.2,1.6
GS3_55.9,1.72
GS3_76.4,1.86
GS3_76.3,1.87
GS3_2.5,1.38
GS3_14.5,1.45
GS3_2.6,1.68
GS3_2.1,1.4
GS3_2.3,1.45
GS3_2.7,1.9
GS3_14.6,1.83
GS3_55.4,1.58
GS3_2.2,1.49
GS3_14.8,1.39
GS3_29.1,1.38
GS3_76.5,1.4
GS3_29.2,1.15
GS3_14.1,2.08
GS3_76.10,1.7
GS3_76.8,1.88
GS3_76.7,1.43
GS3_76.6,2
GS3_76.9,1.77
GS3_14.3,1.97
GS3_2.10,1.84
GS3_14.2,1.91
GS3_14.10,2.13
GS3_55.10,1.55
GS3_76.2,2.19
GS3_29.5,1.34
GS3_55.5,1.58
GS3_14.9,1.69
GS3_19.3,1.97
GS3_55.6,1.83
GS3_29.3,1.35
GS3_8.3,1.6
GS3_29.8,1.4
GS3_19.1,2.09
GS3_8.5,1.97
GS3_55.1,1.63
GS3_2.9,1.5
GS3_19.4,1.62
GS3_8.1,2.04
GS3_29.7,1.19
GS3_55.7,1.38
GS3_29.4,1.27
GS3_19.2,1.57
GS3_29.6,1.73
GS3_8.2,1.67
GS3_29.10,1.62
GS3_29.9,1.53
GS3_55.3,1.53
GS3_8.4,1.64
GS3_9.10,1.65
GS3_25.6,1.8
GS3_25.1,1.5
GS3_25.8,1.64
GS3_25.7,1.66
GS3_9.9,1.86
GS3_9.6,2
GS3_9.7,2.33
GS3_9.8,1.89
GS3_25.2,1.73
GS3_25.5,1.79
GS3_25.3,1.65
GS3_25.10,1.6
GS3_9.5,1.68
GS3_25.9,2.22
GS3_25.4,2.17
GS3_9.4,1.53
GS3_9.2,1.65
GS3_17.7,1.33
GS3_37.7,2.28
GS3_37.6,2.05
GS3_37.4,2.11
GS3_16.6,1.74
GS3_37.5,2.53
GS3_40.1,1.62
GS3_169.8,1.79
GS3_79.3,1.86
GS3_169.1,1.54
GS3_169.5,1.44
GS3_169.9,1.5
GS3_169.10,1.31
GS3_77.2,1.38
GS3_79.4,2.01
GS3_40.5,1.62
GS3_169.7,1.76
GS3_77.8,1.56
GS3_169.2,1.45
GS3_169.3,1.57
GS3_79.6,2.08
GS3_169.6,1.55
GS3_91.6,1.35
GS3_91.3,1.76
GS3_91.5,1.58
GS3_91.4,1.6
GS3_91.10,1.7
GS3_91.7,1.76
GS3_155.2,1.51
GS3_176.8,1.52
GS3_176.9,1.44
GS3_91.8,1.48
GS3_176.10,1.36
GS3_81.7,1.73
GS3_91.1,1.74
GS3_81.10,1.75
GS3_176.6,1.21
GS3_168.5,1.73
GS3_176.3,1.58
GS3_13.10,1.79
GS3_176.1,1.39
GS3_168.7,3.08
GS3_176.7,1.72
GS3_155.5,1.95
GS3_155.7,2.07
GS3_155.6,1.89
GS3_91.2,1.77
GS3_155.9,1.84
GS3_91.9,1.34
GS3_155.10,1.79
GS3_169.4,1.75
GS3_77.3,1.55
GS3_77.10,2.09
GS3_77.5,1.69
GS3_155.4,2.08
GS3_155.1,2.32
GS3_155.8,2.05
GS3_155.3,1.71
GS3_34.2,1.43
GS3_34.6,1.47
GS3_34.1,1.56
GS3_34.3,1.72
GS3_13.8,1.58
GS3_34.7,1.45
GS3_17.2,1.63
GS3_16.1,1.48
GS3_13.3,1.55
GS3_17.5,1.36
GS3_17.6,1.39
GS3_13.1,1.71
GS3_13.5,1.37
GS3_13.2,1.78
GS3_13.7,1.78
GS3_13.9,1.54
GS3_13.6,1.84
GS3_13.4,1.92
GS3_16.4,1.42
GS3_17.4,1.67
GS3_81.1,1.71
GS3_81.9,1.91
GS3_168.4,1.47
GS3_168.6,1.94
GS3_168.8,1.73
GS3_168.9,1.99
GS3_168.1,1.83
GS3_168.2,1.63
GS3_168.3,1.58
GS3_81.3,1.7
GS3_34.4,1.7
GS3_81.8,1.82
GS3_34.9,1.5
GS3_81.2,1.61
GS3_17.8,1.36
GS3_34.5,1.35
GS3_34.10,1.67
GS3_81.4,1.75
GS3_17.3,1.28
GS3_34.8,1.83
GS3_40.4,1.78
GS3_175.1,1.75
GS3_175.6,2.38
GS3_175.3,1.8
GS3_79.2,1.87
GS3_175.5,2.18
GS3_175.2,1.44
GS3_79.7,1.82
GS3_175.10,1.61
GS3_79.5,2.29
GS3_175.4,1.6
GS3_40.10,1.77
GS3_175.7,1.42
GS3_40.8,1.87
GS3_79.1,1.86
GS3_175.8,1.37
GS3_40.7,1.56
GS3_175.9,1.52
GS3_40.9,1.91
GS3_40.6,1.51
GS3_37.1,1.55
GS3_16.10,1.66
GS3_16.2,1.38
GS3_16.9,1.76
GS3_16.3,1.63
GS3_16.7,1.54
GS3_16.5,1.7
GS3_17.1,1.52
GS3_37.8,2.01
GS3_37.9,2.48
GS3_37.2,2.09
GS3_16.8,1.62
GS3_37.3,2.3
GS3_148.3,1.39
GS3_148.10,2.26
GS3_83.8,1.7
GS3_62.3,1.69
GS3_62.6,1.79
GS3_62.8,1.97
GS3_62.9,1.82
GS3_62.4,1.54
GS3_62.5,1.42
GS3_84.5,1.49
GS3_62.10,1.55
GS3_62.7,1.82
GS3_84.10,1.69
GS3_62.2,1.65
GS3_84.8,1.45
GS3_84.6,1.35
GS3_84.1,1.38
GS3_148.1,1.54
GS3_84.3,1.58
GS3_84.9,1.38
GS3_84.2,1.47
GS3_62.1,1.84
GS3_83.9,1.56
GS3_83.4,1.38
GS3_148.2,1.8
GS3_83.7,1.62
GS3_148.8,1.48
GS3_148.9,1.59
GS3_84.7,1.39
GS3_164.2,1.4
GS3_83.10,1.27
GS3_84.4,1.58
GS3_148.5,1.4
GS3_72.1,1.63
GS3_148.7,1.5
GS3_164.6,1.57
GS3_83.1,1.56
GS3_164.9,1.34
GS3_148.4,1.42
GS3_83.6,1.37
GS3_72.2,1.33
GS3_148.6,1.24
GS3_164.4,1.54
GS3_164.8,1.32
GS3_83.5,1.3
GS3_83.3,1.47
GS3_67.9,1.88
GS3_164.1,1.33
GS3_83.2,1.32
GS3_82.4,1.64
GS3_77.4,1.69
GS3_176.2,1.58
GS3_82.8,1.91
GS3_173.5,2.29
GS3_164.7,1.32
GS3_173.7,1.51
GS3_67.5,1.53
GS3_164.3,1.41
GS3_67.6,1.83
GS3_164.5,1.37
GS3_164.10,1.2
GS3_82.2,1.8
GS3_77.6,1.63
GS3_209.2,2.01
GS3_77.7,1.42
GS3_77.9,1.45
GS3_82.7,1.43
GS3_209.5,2.43
GS3_82.5,1.54
GS3_82.9,1.81
GS3_173.1,1.88
GS3_77.1,1.59
GS3_173.4,2.15
GS3_82.3,1.49
GS3_40.3,1.84
GS3_81.6,1.98
GS3_173.6,1.63
GS3_67.4,1.61
GS3_67.1,1.63
GS3_82.6,1.82
GS3_176.5,1.33
GS3_209.4,1.7
GS3_40.2,1.48
GS3_176.4,1.72
GS3_209.1,1.73
GS3_173.2,1.73
GS3_173.3,1.44
GS3_82.1,1.69
GS3_81.5,1.48
GS3_67.8,1.85
GS3_67.2,1.7
GS3_67.10,1.69
GS3_67.3,1.45
GS3_209.3,2.11
GS3_67.7,1.98
GS3_4.8,1.62
GS3_161.4,2.04
GS3_4.6,1.37
GS3_143.4,1.33
GS3_101.2,1.77
GS3_143.6,1.34
GS3_143.2,1.34
GS3_109.3,1.84
GS3_233.1,1.63
GS3_4.7,1.17
GS3_4.4,1.58
GS3_143.5,1.13
GS3_161.2,1.84
GS3_143.9,1.73
GS3_143.7,2.05
GS3_143.3,1.47
GS3_143.8,1.58
GS3_233.10,1.79
GS3_109.4,1.86
GS3_218.9,1.69
GS3_218.2,1.64
GS3_218.8,2.08
GS3_233.5,1.87
GS3_233.8,1.58
GS3_218.6,1.94
GS3_233.4,1.81
GS3_233.7,1.74
GS3_109.5,1.83
GS3_109.1,1.5
GS3_233.9,1.45
GS3_218.4,2.4
GS3_161.6,1.82
GS3_218.5,1.61
GS3_233.6,1.85
GS3_218.10,1.81
GS3_218.7,1.51
GS3_233.3,1.49
GS3_218.3,2.54
GS3_95.6,1.4
GS3_95.5,1.57
GS3_95.9,1.47
GS3_101.1,1.54
GS3_101.3,1.4
GS3_101.8,1.63
GS3_101.4,1.51
GS3_95.8,1.47
GS3_101.10,1.55
GS3_101.7,1.26
GS3_109.9,1.93
GS3_109.2,1.68
GS3_218.1,1.76
GS3_101.5,1.44
GS3_101.6,1.34
GS3_95.10,1.32
GS3_101.9,1.48
GS3_95.7,1.53
GS3_109.10,1.8
GS3_143.1,1.49
GS3_161.1,1.81
GS3_161.5,2.15
GS3_157.2,1.49
GS3_95.1,1.5
GS3_85.2,1.65
GS3_157.5,1.62
GS3_151.5,1.57
GS3_161.3,1.77
GS3_109.8,1.78
GS3_95.4,1.91
GS3_95.2,1.53
GS3_21.9,1.52
GS3_109.6,1.62
GS3_157.9,1.51
GS3_217.3,1.4
GS3_85.7,1.53
GS3_21.8,1.61
GS3_85.1,1.61
GS3_109.7,1.81
GS3_157.3,1.5
GS3_156.5,2.23
GS3_66.4,1.65
GS3_151.1,1.4
GS3_203.5,1.79
GS3_203.10,1.17
GS3_66.3,1.47
GS3_203.6,1.37
GS3_156.4,2.13
GS3_217.7,1.52
GS3_151.4,1.63
GS3_156.1,1.88
GS3_66.7,1.71
GS3_66.2,1.84
GS3_203.9,1.44
GS3_66.1,1.72
GS3_66.6,1.88
GS3_203.4,1.62
GS3_203.1,1.38
GS3_66.5,1.58
GS3_151.3,1.64
GS3_47.2,1.39
GS3_47.4,1.46
GS3_21.5,1.69
GS3_47.1,1.81
GS3_21.3,1.61
GS3_21.4,1.56
GS3_21.7,1.88
GS3_21.6,1.52
GS3_21.1,1.54
GS3_21.10,1.48
GS3_47.9,1.71
GS3_85.6,1.78
GS3_217.9,1.32
GS3_47.5,1.58
GS3_203.3,1.25
GS3_217.10,1.65
GS3_217.2,1.36
GS3_217.6,1.38
GS3_21.2,1.49
GS3_217.8,1.58
GS3_151.7,1.56
GS3_85.8,1.47
GS3_151.2,1.3
GS3_85.5,1.54
GS3_151.6,1.6
GS3_85.3,1.56
GS3_217.5,1.41
GS3_151.10,1.37
GS3_203.2,1.47
GS3_217.4,1.38
GS3_85.9,1.48
GS3_151.9,1.42
GS3_171.5,1.78
GS3_47.6,1.51
GS3_171.4,1.85
GS3_156.2,1.99
GS3_217.1,1.66
GS3_47.8,1.91
GS3_171.1,2.15
GS3_156.3,2.37
GS3_85.10,1.54
GS3_151.8,1.48
GS3_47.10,1.6
GS3_174.9,1.56
GS3_47.7,1.43
GS3_174.10,1.48
GS3_174.8,1.4
GS3_171.6,2.3
GS3_47.3,1.33
GS3_171.3,1.74
GS3_171.2,1.75
GS3_174.2,1.53
GS3_203.8,1.63
GS3_174.1,1.6
GS3_174.3,1.42
GS3_174.4,1.75
GS3_174.6,1.76
GS3_174.7,1.57
GS3_203.7,1.33
GS3_174.5,1.51
GS3_232.9,1.81
GS3_20.2,1.42
GS3_232.4,1.37
GS3_232.7,2.15
GS3_98.5,1.4
GS3_98.10,1.49
GS3_20.5,1.53
GS3_20.9,1.66
GS3_20.8,1.48
GS3_20.7,1.22
GS3_232.6,1.55
GS3_20.1,1.32
GS3_20.6,1.4
GS3_232.1,1.8
GS3_20.10,1.65
GS3_232.10,1.52
GS3_232.3,1.64
GS3_20.3,1.74
GS3_20.4,1.55
GS3_232.2,1.77
GS3_98.8,1.39
GS3_98.2,1.25
GS3_98.3,1.32
GS3_232.5,1.44
GS3_232.8,1.8
GS3_98.4,1.48
GS3_98.6,1.34
GS3_98.7,1.57
GS3_98.9,1.21
GS3_147.7,1.68
GS3_147.8,1.36
GS3_147.9,1.65
GS3_147.10,1.44
GS3_147.2,1.29
GS3_98.1,1.68
GS3_147.3,1.44
GS3_147.5,1.4
GS3_93.2,1.86
GS3_147.6,1.39
GS3_93.1,2.01
GS3_147.4,1.42
GS3_93.4,1.93
GS3_92.9,1.49
GS3_92.10,1.29
GS3_92.6,1.42
GS3_93.6,1.61
GS3_93.5,1.5
GS3_147.1,1.35
GS3_93.3,1.79
GS3_92.4,1.38
GS3_92.7,1.62
GS3_92.5,1.62
GS3_92.8,1.51
GS3_92.2,1.43
GS3_74.8,2.1
GS3_74.10,1.19
GS3_92.1,1.39
GS3_74.9,1.35
GS3_92.3,1.53
GS3_163.4,1.38
GS3_74.5,1.34
GS3_163.6,1.41
GS3_163.7,1.51
GS3_74.2,1.35
GS3_74.4,1.33
GS3_163.3,1.37
GS3_74.7,1.3
GS3_163.5,1.45
GS3_74.6,1.38
GS3_163.9,1.31
GS3_163.8,1.21
GS3_74.1,1.3
GS3_74.3,1.33
GS3_163.2,1.41
GS3_94.7,1.42
GS3_170.3,1.33
GS3_94.6,1.54
GS3_170.1,1.49
GS3_170.6,1.46
GS3_94.5,1.58
GS3_170.4,1.37
GS3_94.10,1.53
GS3_94.8,1.4
GS3_139.4,1.98
GS3_94.1,1.64
GS3_94.4,1.24
GS3_170.5,1.68
GS3_139.3,1.58
GS3_170.2,1.43
GS3_94.9,1.28
GS3_94.3,1.4
GS3_94.2,1.33
GS3_139.9,1.41
GS3_63.4,1.5
GS3_63.10,1.48
GS3_63.8,1.58
GS3_139.7,1.52
GS3_139.6,1.51
GS3_139.8,1.56
GS3_63.1,1.56
GS3_63.2,1.47
GS3_63.5,1.3
GS3_63.3,1.34
GS3_63.9,1.57
GS3_170.9,1.49
GS3_63.6,1.56
GS3_139.1,1.37
GS3_139.5,1.23
GS3_170.7,1.67
GS3_139.2,1.47
GS3_170.10,1.29
GS3_96.4,1.59
GS3_139.10,1.44
GS3_170.8,1.42
GS3_63.7,1.4
GS3_96.3,1.44
GS3_127.9,1.58
GS3_96.1,1.43
GS3_96.5,1.57
GS3_96.10,1.38
GS3_96.9,1.34
GS3_127.7,1.52
GS3_96.7,1.37
GS3_127.2,1.32
GS3_96.2,1.54
GS3_96.8,1.41
GS3_96.6,1.62
GS3_95.3,1.33
GS3_127.1,1.29
GS3_4.3,1.84
GS3_4.5,1.37
GS3_4.2,1.71
GS3_157.7,1.58
GS3_157.8,1.19
GS3_4.9,1.45
GS3_157.1,1.6
GS3_157.10,1.52
GS3_157.6,1.68
GS3_127.3,1.59
GS3_127.6,1.34
GS3_85.4,1.44
GS3_127.5,1.55
GS3_233.2,1.35
GS3_127.8,1.36
GS3_127.10,1.3
GS3_157.4,1.43
GS3_127.4,1.63
GS3_73.5,1.48
GS3_73.2,1.4
GS3_73.3,1.56
GS3_136.3,1.68
GS3_136.4,1.92
GS3_80.10,1.59
GS3_136.5,2.09
GS3_212.4,1.52
GS3_136.9,1.78
GS3_136.10,2.31
GS3_136.6,1.9
GS3_136.8,1.84
GS3_214.2,1.82
GS3_136.7,2.14
GS3_80.7,1.85
GS3_80.8,2.12
GS3_136.1,1.86
GS3_136.2,2.17
GS3_212.9,1.54
GS3_214.7,1.86
GS3_142.10,1.44
GS3_142.9,1.5
GS3_100.1,2.07
GS3_226.1,1.77
GS3_142.3,1.28
GS3_142.1,1.25
GS3_226.3,1.98
GS3_142.7,1.21
GS3_142.4,1.65
GS3_226.4,1.87
GS3_142.2,1.49
GS3_226.10,1.68
GS3_142.6,1.19
GS3_142.8,1.31
GS3_142.5,1.26
GS3_226.7,1.94
GS3_226.5,2.19
GS3_226.8,1.79
GS3_226.9,1.82
GS3_226.6,1.65
GS3_120.9,1.59
GS3_100.5,1.68
GS3_100.7,1.58
GS3_99.3,1.48
GS3_100.9,1.77
GS3_99.4,1.36
GS3_216.5,1.66
GS3_120.6,1.91
GS3_99.8,1.63
GS3_100.4,1.71
GS3_216.3,1.79
GS3_99.2,1.67
GS3_120.2,1.52
GS3_99.7,2.18
GS3_99.5,1.53
GS3_99.10,1.42
GS3_100.3,2.07
GS3_120.10,1.74
GS3_226.2,1.79
GS3_100.2,1.7
GS3_216.1,1.51
GS3_117.6,1.19
GS3_117.5,1.38
GS3_117.3,1.37
GS3_120.4,1.41
GS3_117.4,1.27
GS3_216.2,1.68
GS3_216.7,0.8
GS3_117.7,1.51
GS3_120.1,1.43
GS3_117.1,1.37
GS3_216.6,2.07
GS3_117.2,1.42
GS3_120.8,1.53
GS3_99.9,1.77
GS3_216.4,1.7
GS3_216.8,1.64
GS3_99.1,1.74
GS3_120.7,1.52
GS3_117.8,1.62
GS3_97.5,1.54
GS3_97.1,2.01
GS3_105.3,1.86
GS3_97.7,1.84
GS3_97.3,1.63
GS3_105.7,1.96
GS3_221.8,1.94
GS3_221.1,1.55
GS3_221.4,1.55
GS3_221.10,1.53
GS3_105.8,1.69
GS3_221.5,1.56
GS3_100.6,1.66
GS3_99.6,1.26
GS3_117.10,1.49
GS3_117.9,1.49
GS3_100.8,1.76
GS3_120.3,1.53
GS3_100.10,1.49
GS3_120.5,1.49
GS3_105.5,1.78
GS3_137.8,1.63
GS3_137.10,2.23
GS3_105.9,2.11
GS3_221.3,1.69
GS3_105.4,1.9
GS3_105.1,1.91
GS3_137.2,2.12
GS3_137.1,2.05
GS3_221.2,1.78
GS3_137.9,1.8
GS3_105.2,1.65
GS3_97.10,2.26
GS3_221.7,1.73
GS3_221.6,1.67
GS3_221.9,2.04
GS3_97.9,1.92
GS3_97.4,1.77
GS3_97.8,1.62
GS3_97.6,1.73
GS3_212.2,1.56
GS3_138.1,1.66
GS3_214.6,1.38
GS3_214.9,1.7
GS3_214.3,1.46
GS3_138.4,1.64
GS3_138.8,1.34
GS3_214.1,1.75
GS3_137.5,1.99
GS3_212.1,2.06
GS3_138.9,1.65
GS3_214.4,1.51
GS3_137.6,1.96
GS3_138.2,1.67
GS3_138.7,1.74
GS3_138.6,1.46
GS3_105.6,1.86
GS3_97.2,1.76
GS3_137.4,2.43
GS3_138.5,1.67
GS3_212.3,1.8
GS3_80.4,2.01
GS3_212.7,1.58
GS3_212.6,1.74
GS3_80.2,1.7
GS3_212.8,1.58
GS3_80.1,1.57
GS3_80.5,1.87
GS3_137.7,1.7
GS3_80.3,1.54
GS3_80.9,1.55
GS3_212.10,1.48
GS3_138.10,1.72
GS3_214.8,1.63
GS3_212.5,1.7
GS3_80.6,2.16
GS3_137.3,2.21
GS3_214.10,1.47
GS3_214.5,1.84
GS3_138.3,1.94
GS3_128.3,1.5
GS3_128.8,1.66
GS3_128.10,1.58
GS3_128.7,1.75
GS3_128.4,1.63
GS3_205.7,1.13
GS3_128.5,1.74
GS3_128.9,1.95
GS3_128.2,1.45
GS3_128.6,1.8
GS3_166.4,1.67
GS3_128.1,1.74
GS3_220.3,1.76
GS3_220.1,1.72
GS3_205.8,1.35
GS3_205.4,1.49
GS3_166.6,1.83
GS3_205.3,1.44
GS3_220.4,1.5
GS3_205.5,1.72
GS3_205.6,1.47
GS3_166.10,1.62
GS3_166.8,1.62
GS3_166.3,1.8
GS3_205.2,1.51
GS3_166.5,1.89
GS3_205.10,1.25
GS3_166.9,1.56
GS3_220.6,1.54
GS3_205.9,1.85
GS3_205.1,1.47
GS3_166.2,1.84
GS3_166.7,1.79
GS3_220.9,2.02
GS3_220.7,1.63
GS3_166.1,2.06
GS3_220.8,1.85
GS3_220.5,1.68
GS3_213.7,1.42
GS3_213.10,1.63
GS3_220.2,1.65
GS3_213.9,1.5
GS3_213.6,1.67
GS3_220.10,1.71
GS3_160.4,1.91
GS3_213.8,1.7
GS3_160.5,1.47
GS3_213.2,1.36
GS3_160.6,1.44
GS3_213.5,1.82
GS3_160.7,1.65
GS3_213.4,1.55
GS3_160.3,2.29
GS3_213.3,1.67
GS3_160.10,1.85
GS3_213.1,1.55
GS3_211.6,1.42
GS3_160.9,1.51
GS3_160.1,2.26
GS3_211.9,2
GS3_160.8,1.94
GS3_115.8,2.43
GS3_160.2,1.89
GS3_211.4,1.4
GS3_115.7,2.32
GS3_211.1,1.46
GS3_211.5,1.88
GS3_211.3,1.55
GS3_211.8,1.66
GS3_211.7,1.39
GS3_104.5,1.68
GS3_211.10,1.63
GS3_104.8,1.57
GS3_115.3,1.81
GS3_104.9,1.32
GS3_104.10,1.6
GS3_104.6,1.43
GS3_211.2,1.71
GS3_115.1,2.17
GS3_104.1,1.36
GS3_115.5,2.18
GS3_115.6,1.89
GS3_115.2,1.55
GS3_104.7,1.36
GS3_146.3,1.5
GS3_146.4,1.27
GS3_146.7,1.52
GS3_115.4,2.57
GS3_219.5,1.64
GS3_146.9,1.29
GS3_219.1,1.59
GS3_146.8,1.49
GS3_219.3,1.63
GS3_219.9,1.34
GS3_219.7,1.45
GS3_146.6,1.44
GS3_219.10,1.53
GS3_219.4,1.38
GS3_219.6,1.25
GS3_104.3,1.56
GS3_219.8,1.59
GS3_146.5,1.3
Blue Kuri x Honeynut,3.02
Buttercup x Honeynut,1.83
GS3_146.2,1.52
GS3_219.2,1.61
GS3_104.4,1.26
GS3_104.2,1.45
GS3_146.1,1.47
GS3_140.5,1.5
GS3_140.8,1.55
GS3_140.4,1.59
GS3_140.7,1.4
GS3_140.6,1.58
GS3_140.3,1.44
GS3_73.10,1.44
GS3_73.4,1.44
GS3_73.7,1.39
GS3_73.9,1.68
GS3_73.8,1.57
GS3_73.1,1.54
GS3_140.2,1.35
GS3_140.1,1.7
GS3_73.6,1.35
GS3_23.4,1.16
GS3_181.9,1.32
GS3_23.5,1.25
GS3_193.4,1.24
GS3_181.4,1.44
GS3_149.4,1.4
GS3_124.3,1.58
GS3_124.1,1.54
GS3_222.2,1.33
GS3_45.3,1.45
GS3_193.7,1.49
GS3_222.5,2.2
GS3_45.1,1.63
GS3_45.6,1.5
GS3_181.3,1.39
GS3_45.7,1.62
GS3_222.3,1.8
GS3_193.2,1.35
GS3_193.10,1.39
GS3_124.9,1.96
GS3_124.2,1.76
GS3_71.10,1.34
GS3_45.2,1.39
GS3_124.10,1.29
GS3_71.1,1.05
GS3_71.2,1.26
GS3_149.8,1.08
GS3_181.5,1.43
GS3_23.8,1.16
GS3_181.10,1.8
GS3_71.9,1.18
GS3_23.3,1.16
GS3_181.7,1.08
GS3_71.8,1.2
GS3_193.9,1.21
GS3_193.6,1.5
GS3_222.10,1.42
GS3_222.4,1.5
GS3_71.5,1.26
GS3_86.1,2.28
GS3_149.7,1.27
GS3_149.6,1.41
GS3_149.3,1.22
GS3_23.2,1.17
GS3_149.1,1.21
GS3_23.1,1.31
GS3_149.5,1.21
GS3_124.6,1.12
GS3_124.8,1.55
GS3_149.2,1.16
GS3_181.2,1.18
GS3_149.9,1.08
GS3_45.5,1.24
GS3_181.6,1.33
GS3_124.7,1.97
GS3_124.4,1.4
GS3_71.3,1.11
GS3_71.6,1.23
GS3_181.8,1.19
GS3_71.7,1.24
GS3_53.9,1.18
GS3_42.5,1.41
GS3_42.4,1.43
GS3_42.2,1.61
GS3_42.1,1.41
GS3_86.2,1.57
GS3_86.4,1.7
GS3_193.3,1.34
GS3_222.7,1.58
GS3_222.8,1.5
GS3_86.5,1.56
GS3_193.5,1.44
GS3_86.3,1.41
GS3_222.1,1.53
GS3_222.6,1.45
GS3_222.9,1.52
GS3_193.1,1.2
GS3_193.8,1.49
GS3_71.4,1.03
GS3_149.10,1.01
GS3_153.3,1.17
GS3_153.7,1.25
GS3_153.5,1.08
GS3_53.3,1.12
GS3_53.6,1.16
GS3_53.5,1.14
GS3_53.4,1.19
GS3_23.9,1.18
GS3_23.7,1.45
GS3_53.8,1.15
GS3_53.7,1.09
GS3_53.10,1.06
GS3_18.1,0.94
GS3_18.10,0.88
GS3_18.7,1.32
GS3_18.6,0.97
GS3_18.5,1.05
GS3_18.8,0.96
GS3_18.9,1.01
GS3_42.3,1.54
GS3_153.1,1.15
GS3_153.8,1.08
GS3_153.9,1.11
GS3_180.4,1.1
GS3_180.10,1.19
GS3_153.2,1.06
GS3_180.6,1.07
GS3_180.3,1.16
GS3_180.7,1.2
GS3_180.8,1.03
GS3_180.5,1.14
GS3_18.4,1.09
GS3_18.2,1.12
GS3_18.3,1.11
GS3_42.6,1.65
GS3_42.8,1.72
GS3_42.7,1.51
GS3_45.4,1.79
GS3_180.9,1.11
GS3_153.4,1.23
GS3_180.1,1.24
GS3_53.2,1.05
GS3_180.2,1.19
GS3_124.5,2.1
GS3_87.10,1.25
GS3_23.6,1.15
GS3_87.8,1.42
GS3_42.9,1.52
GS3_87.7,1.24
GS3_53.1,1.16
GS3_87.9,1.32
GS3_42.10,2.01
GS3_23.10,1.29
GS3_87.2,1.4
GS3_87.5,1.35
GS3_87.4,1.33
GS3_87.3,1.17
GS3_87.6,1.28
GS3_87.1,1.3
GS3_153.6,1.23
