FruitID,Dry
GS3_207.4,1.4
GS3_114.9,1.35
GS3_114.8,1.55
GS3_114.10,1.27
GS3_114.1,1.49
GS3_114.6,1.23
GS3_114.7,1.4
GS3_114.4,1.33
GS3_64.7,1.18
GS3_64.4,1.36
GS3_64.5,1.13
GS3_114.2,1.22
GS3_64.6,1.33
GS3_114.3,1.15
GS3_64.8,1.4
GS3_181.1,1.39
GS3_64.1,1.23
GS3_64.2,1.37
GS3_64.3,1.8
GS3_153.10,1.18
GS3_75.4,1.2
GS3_75.3,1.28
GS3_75.7,1.25
GS3_75.6,2.09
GS3_75.5,1.31
GS3_75.8,1.15
GS3_123.8,2.21
GS3_75.2,1.3
GS3_75.1,1.5
GS3_187.1,1.25
GS3_207.1,1.21
GS3_207.3,1.26
GS3_130.7,1.04
GS3_114.5,1.31
GS3_187.2,1.13
GS3_187.9,1.34
GS3_187.10,1.5
GS3_187.3,1.17
GS3_130.2,1.09
GS3_187.6,1.21
GS3_187.7,1.33
GS3_207.2,1.48
GS3_207.6,1.49
GS3_130.6,1.14
GS3_187.4,1.23
GS3_130.5,1.15
GS3_207.7,1.62
GS3_130.4,1.01
GS3_187.8,1.17
GS3_123.9,2.02
GS3_207.5,1.06
GS3_126.3,1.26
GS3_230.8,1.54
GS3_126.4,1.27
GS3_89.1,1.87
GS3_130.1,1.1
GS3_75.10,1.2
GS3_126.7,1.19
GS3_123.7,1.93
GS3_112.2,1.34
GS3_112.7,1.29
GS3_75.9,1.41
GS3_126.8,1.19
GS3_126.9,1.46
GS3_112.8,1.46
GS3_126.5,1.1
GS3_112.3,1.6
GS3_112.1,1.44
GS3_126.6,1.21
GS3_230.6,1.44
GS3_130.3,1.35
GS3_230.7,1.19
GS3_230.9,1.31
GS3_187.5,1.12
GS3_230.2,1.41
GS3_49.3,1.27
GS3_49.9,1.2
GS3_230.5,1.47
GS3_230.4,1.37
GS3_49.8,1.15
GS3_230.3,1.2
GS3_230.1,1.18
GS3_49.6,1.26
GS3_49.4,1.21
GS3_49.5,1.42
GS3_49.2,1.51
GS3_49.7,1.17
GS3_112.6,1.39
GS3_112.4,1.33
GS3_112.9,1.83
GS3_112.10,2.06
GS3_112.5,1.38
GS3_123.5,1.25
GS3_123.3,1.34
GS3_123.4,1.35
GS3_123.2,1.38
GS3_89.5,1.06
GS3_89.2,1.1
GS3_89.4,0.98
GS3_126.2,1.09
GS3_123.6,1.92
GS3_230.10,1
GS3_89.3,0.83
GS3_3.7,1.08
GS3_152.7,1.33
GS3_3.1,1.17
GS3_3.2,1.23
GS3_152.2,1.15
GS3_7.4,1.02
GS3_152.4,1.27
GS3_152.9,1.53
GS3_152.6,1.17
GS3_152.3,1.25
GS3_10.6,1.97
GS3_3.5,1.35
GS3_10.5,1.64
GS3_152.5,1.39
GS3_58.3,1.59
GS3_7.6,1.35
GS3_152.8,1.24
GS3_108.8,1.3
GS3_121.7,1.93
GS3_110.6,1.26
GS3_228.1,1.19
GS3_116.1,1.29
GS3_108.5,1.35
GS3_110.8,1.43
GS3_116.4,1.24
GS3_110.1,1.57
GS3_116.3,1.36
GS3_121.8,1.3
GS3_108.4,1.29
GS3_110.4,1.25
GS3_116.7,1.44
GS3_110.5,1.2
GS3_116.9,1.32
GS3_116.5,1.11
GS3_116.8,1.17
GS3_228.6,1.23
GS3_228.2,1.32
GS3_116.2,1.29
GS3_228.9,1.25
GS3_108.2,1.35
GS3_228.8,1.32
GS3_108.7,1.27
GS3_228.3,1.27
GS3_227.8,1.52
GS3_110.9,1.45
GS3_110.7,1.31
GS3_108.9,1.25
GS3_228.7,1.27
GS3_116.6,1.15
GS3_108.6,1.27
GS3_227.9,1.58
GS3_110.3,1.82
GS3_108.3,1.75
GS3_56.8,1.19
GS3_56.7,1.6
GS3_56.6,1.41
GS3_227.2,1.58
GS3_56.5,1.16
GS3_56.2,1.26
GS3_227.3,1.1
GS3_228.4,1.28
GS3_56.4,1.36
GS3_227.4,1.14
GS3_228.10,1.07
GS3_121.4,1.38
GS3_110.2,1.61
GS3_56.9,1.47
GS3_228.5,1.34
GS3_5.4,1.2
GS3_5.7,1.39
GS3_5.6,1.03
GS3_7.7,1.17
GS3_5.8,1.09
GS3_5.5,1.34
GS3_7.5,1.41
GS3_7.3,1.58
GS3_7.9,1.46
GS3_51.1,1.32
GS3_51.3,1.32
GS3_51.2,1.3
GS3_121.9,1.43
GS3_121.5,1.55
GS3_121.6,1.53
GS3_56.3,1.44
GS3_48.5,1
GS3_48.4,1.14
GS3_51.8,1.24
GS3_58.2,1.9
GS3_35.3,1.5
GS3_58.1,1.45
GS3_227.6,1.63
GS3_121.2,1.25
GS3_5.2,1.17
GS3_227.7,1.78
GS3_48.6,1.28
GS3_121.3,1.66
GS3_51.5,1.23
GS3_5.3,1.21
GS3_58.5,1.83
GS3_51.7,1.26
GS3_48.2,1.09
GS3_51.6,1.28
GS3_58.7,1.39
GS3_32.2,1.78
GS3_32.5,1.78
GS3_35.5,1.83
GS3_35.2,1.35
GS3_32.8,1.58
GS3_35.4,1.34
GS3_32.7,1.91
GS3_35.6,1.36
GS3_58.8,1.34
GS3_35.9,1.47
GS3_58.10,1.58
GS3_51.10,1.29
GS3_58.4,1.57
GS3_58.6,1.32
GS3_58.9,1.81
GS3_48.3,0.97
GS3_51.4,1.3
GS3_35.7,1.28
GS3_51.9,1.3
GS3_7.8,1.25
GS3_32.6,1.67
GS3_10.3,1.85
GS3_3.6,1.25
GS3_10.4,1.41
GS3_10.1,1.2
GS3_5.9,1.18
GS3_10.2,1.67
GS3_3.3,1.55
GS3_32.4,1.77
GS3_3.10,1.54
GS3_35.8,1.53
GS3_3.9,1.29
GS3_32.3,1.43
GS3_32.1,1.4
GS3_7.2,1.21
GS3_48.1,1.26
GS3_3.8,1.76
GS3_90.6,1.37
GS3_90.2,1.35
GS3_90.9,1.59
GS3_131.3,1.39
GS3_131.6,1.42
GS3_90.3,1.34
GS3_131.1,1.39
GS3_131.4,1.19
GS3_131.10,1.41
GS3_167.7,1.51
GS3_90.8,1.08
GS3_131.8,2.26
GS3_90.7,1.45
GS3_131.7,1.22
GS3_131.5,1.27
GS3_131.9,1.39
GS3_90.5,1.32
GS3_90.4,1.31
GS3_167.3,1.19
GS3_167.5,1.12
GS3_167.6,1.34
GS3_167.2,1.41
GS3_38.7,1.49
GS3_131.2,1.16
GS3_167.4,1.37
GS3_167.8,1.44
GS3_38.8,1.31
GS3_167.9,1.2
GS3_223.3,1.6
GS3_38.2,1.41
GS3_38.5,1.4
GS3_38.1,1.19
GS3_38.3,1.26
GS3_38.4,1.71
GS3_38.6,1.27
GS3_223.6,1.22
GS3_33.8,1.66
GS3_223.1,1.19
GS3_223.7,1.34
GS3_223.4,1.12
GS3_223.8,1.53
GS3_154.7,1.33
GS3_223.2,1.28
GS3_162.6,1.55
GS3_33.9,1.81
GS3_33.5,1.7
GS3_162.2,1.47
GS3_162.7,1.43
GS3_162.10,1.5
GS3_162.4,1.52
GS3_162.9,1.67
GS3_223.5,1.24
GS3_162.3,1.29
GS3_162.5,1.69
GS3_162.1,1.34
GS3_162.8,1.54
GS3_33.4,1.62
GS3_33.6,1.72
GS3_33.2,1.74
GS3_33.3,1.67
GS3_154.6,1.36
GS3_154.4,1.43
GS3_33.1,1.71
GS3_33.10,1.86
GS3_154.8,1.77
GS3_33.7,1.89
GS3_154.1,1.51
GS3_202.1,1.45
GS3_154.5,1.45
GS3_202.8,1.12
GS3_202.5,1.04
GS3_154.2,1.5
GS3_144.8,1.41
GS3_154.3,1.44
GS3_215.5,2.39
GS3_202.9,1.33
GS3_144.4,1.35
GS3_215.4,1.74
GS3_202.6,1.36
GS3_144.7,1.55
GS3_202.3,1.15
GS3_210.3,1.43
GS3_202.7,1.5
GS3_28.9,1.08
GS3_202.2,1.3
GS3_202.10,1.26
GS3_215.1,1.99
GS3_202.4,1.45
GS3_144.2,1.34
GS3_144.3,1.31
GS3_144.5,1.36
GS3_144.6,1.7
GS3_215.3,2.42
GS3_28.3,1.46
GS3_215.2,2.53
GS3_210.8,1.78
GS3_28.4,1.2
GS3_210.4,2.03
GS3_28.6,1.39
GS3_210.7,1.6
GS3_210.9,1.81
GS3_3.4,1.41
GS3_28.8,1.26
GS3_28.7,1.04
GS3_28.5,1.24
GS3_210.5,1.78
GS3_28.2,1.83
GS3_210.2,1.54
GS3_210.6,1.73
GS3_27.2,1.52
GS3_135.7,1.66
GS3_158.9,1.8
GS3_54.5,2.01
GS3_135.8,1.39
GS3_185.3,1.9
GS3_54.6,1.56
GS3_150.4,1.78
GS3_135.5,1.29
GS3_135.4,1.42
GS3_43.3,1.52
GS3_43.2,1.47
GS3_185.4,1.96
GS3_50.1,1.38
GS3_54.1,1.28
GS3_54.2,1.18
GS3_185.5,1.99
GS3_43.6,1.43
GS3_43.1,1.69
GS3_135.6,1.74
GS3_158.2,1.53
GS3_26.3,1.81
GS3_26.9,1.22
GS3_26.8,1.24
GS3_194.6,1.4
GS3_26.2,1.12
GS3_158.7,1.47
GS3_158.5,1.65
GS3_26.5,1.46
GS3_185.1,1.66
GS3_185.8,1.55
GS3_150.9,1.21
GS3_198.5,1.15
GS3_185.6,1.75
GS3_198.2,1.46
GS3_185.7,1.75
GS3_185.2,1.3
GS3_198.6,1.25
GS3_198.4,1.16
GS3_198.3,1.15
GS3_6.3,1.45
GS3_6.5,1.47
GS3_185.9,1.6
GS3_198.9,1.36
GS3_185.10,1.44
GS3_6.4,1.31
GS3_6.10,1.68
GS3_198.1,1.23
GS3_6.7,2.06
GS3_6.8,1.29
GS3_6.9,1.45
GS3_196.4,1.35
GS3_12.4,2
GS3_26.6,1.6
GS3_6.2,1.13
GS3_68.1,1.62
GS3_26.7,1.46
GS3_41.2,1.82
GS3_6.6,1.64
GS3_41.9,1.57
GS3_54.9,1.26
GS3_12.6,1.86
GS3_158.8,1.49
GS3_198.7,0.97
GS3_24.6,1.44
GS3_24.4,1.06
GS3_24.1,1.32
GS3_198.8,1.34
GS3_54.7,1.44
GS3_43.5,1.84
GS3_198.10,1.3
GS3_43.4,1.69
GS3_6.1,1.26
GS3_24.3,1.18
GS3_24.5,1.57
GS3_24.2,1.25
GS3_24.8,1.37
GS3_54.8,1.76
GS3_24.7,1.37
GS3_24.9,1.33
GS3_129.8,2.13
GS3_186.3,1.6
GS3_129.1,2.04
GS3_129.5,1.86
GS3_129.7,1.97
GS3_186.1,1.94
GS3_129.3,1.64
GS3_129.2,2.45
GS3_186.9,1.18
GS3_186.5,1.49
GS3_186.4,1.27
GS3_186.2,1.13
GS3_54.10,2.29
GS3_50.9,1.34
GS3_186.6,1.75
GS3_186.10,1.55
GS3_186.8,1.42
GS3_50.8,1.92
GS3_50.10,1.47
GS3_186.7,1.56
GS3_129.6,1.85
GS3_129.4,2.07
GS3_150.3,1.53
GS3_27.4,1.55
GS3_194.1,1.23
GS3_122.5,1.19
GS3_57.10,1.54
GS3_122.6,1.16
GS3_122.8,1.4
GS3_150.2,1.88
GS3_191.1,1.43
GS3_26.4,1.26
GS3_26.1,1.1
GS3_41.3,2.25
GS3_194.8,1.71
GS3_191.5,1.16
GS3_57.5,1.49
GS3_27.5,1.42
GS3_122.4,1.6
GS3_150.7,1.81
GS3_150.1,1.52
GS3_41.8,1.43
GS3_158.1,1.56
GS3_12.5,1.33
GS3_41.5,1.39
GS3_183.10,1.78
GS3_12.7,1.51
GS3_183.4,1.68
GS3_191.7,0.96
GS3_158.3,1.55
GS3_183.9,1.48
GS3_41.4,1.88
GS3_27.3,1.64
GS3_57.2,1.74
GS3_183.8,1.4
GS3_194.7,1.57
GS3_27.1,1.28
GS3_196.1,1.25
GS3_183.7,1.22
GS3_194.10,2.02
GS3_191.8,1.01
GS3_57.4,1.18
GS3_39.8,1.32
GS3_196.2,1.18
GS3_39.9,1.66
GS3_68.65,1.57
GS3_41.1,1.63
GS3_39.7,1.72
GS3_196.3,1.4
GS3_68.10,1.47
GS3_39.1,1.6
GS3_122.1,1.52
GS3_39.10,1.9
GS3_191.3,1.09
GS3_196.9,1.37
GS3_194.3,1.8
GS3_39.2,1.85
GS3_39.5,1.64
GS3_150.8,1.78
GS3_57.9,1.81
GS3_68.2,1.32
GS3_39.4,1.66
GS3_57.1,1.13
GS3_68.3,1.22
GS3_196.8,2.29
GS3_12.8,1.31
GS3_68.9,1.26
GS3_196.5,1.3
GS3_68.8,1.38
GS3_122.3,1.34
GS3_68.4,1.45
GS3_68.7,1.26
GS3_196.7,1.65
GS3_194.4,1.84
GS3_150.10,1.73
GS3_39.6,1.83
GS3_122.2,1.73
GS3_39.3,1.54
GS3_11.10,1.59
GS3_196.10,1.16
GS3_68.5,1.3
GS3_196.6,1.71
GS3_122.7,1.51
GS3_27.6,1.23
GS3_158.4,1.55
GS3_43.10,1.65
GS3_150.5,2.13
GS3_57.3,1.33
GS3_194.5,2.06
GS3_57.8,1.61
GS3_11.9,1.76
GS3_11.3,1.71
GS3_26.10,1.54
GS3_11.7,1.7
GS3_11.8,1.57
GS3_11.2,1.62
GS3_43.9,2.07
GS3_11.5,1.73
GS3_11.6,2.15
GS3_11.1,1.84
GS3_43.8,2.07
GS3_11.4,2.14
GS3_191.9,1.33
GS3_54.4,2.07
GS3_54.3,1.52
GS3_50.2,1.44
GS3_158.6,1.3
GS3_41.7,1.85
GS3_135.9,1.63
GS3_191.2,1.31
GS3_50.3,1.09
GS3_50.6,1.49
GS3_135.10,1.87
GS3_194.9,1.64
GS3_135.1,1.62
GS3_135.3,1.36
GS3_50.5,1.18
GS3_135.2,0.82
GS3_150.6,1.87
GS3_50.7,0.99
GS3_43.7,1.76
GS3_50.4,1.05
GS3_183.1,1.69
GS3_183.5,2.15
GS3_41.6,2.1
GS3_183.6,1.15
GS3_12.10,1.29
GS3_12.9,1.5
GS3_158.10,1.58
GS3_122.9,1
GS3_12.1,1.5
GS3_57.6,1.08
GS3_191.4,1.32
GS3_183.2,1.01
GS3_122.10,1.41
GS3_183.3,1.02
GS3_12.3,1.6
GS3_12.2,1.61
GS3_57.7,1.36
GS3_191.6,1.14
GS3_194.2,1.32
GS3_191.10,1.05
GS3_189.1,1.01
GS3_229.5,1.36
GS3_102.3,1.21
GS3_102.8,1.35
GS3_229.6,1.39
GS3_102.1,1.32
GS3_192.10,1.48
GS3_102.4,1.24
GS3_102.5,1.37
GS3_102.6,1.34
GS3_229.3,0.98
GS3_229.4,1.15
GS3_192.9,1.38
GS3_189.2,1.36
GS3_189.3,1.3
GS3_192.8,1.66
GS3_189.4,1.16
GS3_192.7,1.43
GS3_102.7,1.37
GS3_102.2,1.35
GS3_36.3,1.18
GS3_36.8,1.23
GS3_36.9,1.5
GS3_36.4,1.59
GS3_36.1,1.26
GS3_36.5,1.24
GS3_36.6,1.46
GS3_36.10,1.44
GS3_189.5,1.39
GS3_229.9,1.73
GS3_36.7,1.52
GS3_189.7,1.38
GS3_36.2,1.3
GS3_189.8,1.27
GS3_189.6,1.43
GS3_229.10,1.07
GS3_192.5,1.4
GS3_192.1,1.42
GS3_192.4,1.34
GS3_192.3,1.5
GS3_192.2,1.45
GS3_132.6,1.02
GS3_132.1,1.45
GS3_229.2,1.17
GS3_192.6,1.4
GS3_229.8,1.19
GS3_132.10,1.98
GS3_132.9,1.31
GS3_229.7,1.12
GS3_132.2,1.11
GS3_132.5,1.08
GS3_229.1,1.34
GS3_132.8,1.23
GS3_132.7,1.16
GS3_132.4,1.38
GS3_132.3,1.22
GS3_65.6,1.67
GS3_141.1,1.21
GS3_141.4,1.19
GS3_65.3,1.6
GS3_141.3,1.31
GS3_141.10,1.29
GS3_141.6,1.32
GS3_65.10,1.46
GS3_141.8,1.66
GS3_141.2,1.34
GS3_141.5,1.37
GS3_141.7,1.11
GS3_65.8,1.46
GS3_65.4,1.59
GS3_65.1,1.5
GS3_65.5,1.51
GS3_65.7,2.2
GS3_179.7,1.5
GS3_208.8,1.07
GS3_190.2,1.24
GS3_179.8,1.66
GS3_208.6,1.06
GS3_190.4,1.2
GS3_179.4,1.64
GS3_208.4,1.21
GS3_208.3,1.54
GS3_190.5,1.27
GS3_190.1,1.26
GS3_208.9,1.3
GS3_208.5,1.11
GS3_125.8,1.42
GS3_208.10,1.68
GS3_125.1,1.65
GS3_179.9,1.73
GS3_208.7,1.28
GS3_125.6,1.35
GS3_125.2,1.09
GS3_65.2,1.68
GS3_107.7,1.23
GS3_179.1,1.65
GS3_190.3,1.36
GS3_190.8,1.48
GS3_141.9,1.09
GS3_107.10,1.14
GS3_179.2,1.36
GS3_190.9,1.25
GS3_179.10,1.7
GS3_65.9,1.62
GS3_52.2,1
GS3_52.3,0.94
GS3_190.6,1.28
GS3_52.1,1.11
GS3_179.3,1.6
GS3_190.10,1.4
GS3_190.7,1.36
GS3_179.6,1.55
GS3_179.5,1.34
GS3_125.7,1.25
GS3_125.9,1.26
GS3_107.2,1.06
GS3_204.7,1.71
GS3_125.4,1.34
GS3_125.3,1.2
GS3_208.1,1.24
GS3_107.4,1.2
GS3_204.1,1.4
GS3_204.3,1.22
GS3_125.5,1.61
GS3_208.2,1.07
GS3_204.8,1.28
GS3_204.5,1.61
GS3_197.5,1.4
GS3_125.10,1.28
GS3_197.3,1.5
GS3_204.6,1.33
GS3_204.4,1.34
GS3_204.2,1.39
GS3_197.1,1.38
GS3_107.8,2.06
GS3_22.9,1.8
GS3_22.10,1.7
GS3_22.6,1.8
GS3_197.4,1.25
GS3_107.5,1.05
GS3_107.9,1.27
GS3_107.6,1.04
GS3_22.1,1.62
GS3_197.2,1.28
GS3_107.3,1.11
GS3_22.8,1.39
GS3_22.7,1.62
GS3_22.2,1.43
GS3_197.6,1.26
GS3_107.1,1.31
GS3_22.5,1.73
GS3_22.3,1.53
GS3_22.4,1.72
GS3_145.9,1.57
GS3_201.7,1.8
GS3_113.10,1.52
GS3_88.41.11,1.11
GS3_88.10,1.05
GS3_61.7,1.3
GS3_88.51.05,1.05
GS3_88.2,1.06
GS3_61.81.37,1.37
GS3_201.8,1.26
GS3_159.4,1.32
GS3_88.9,0.98
GS3_159.3,1.93
GS3_61.9,1.24
GS3_234.3,1.42
GS3_88.1,1.45
GS3_88.6,0.91
GS3_61.10,1.48
GS3_145.8,1.38
GS3_234.10,1.83
GS3_113.4,1.6
GS3_201.2,1.24
GS3_103.7,1.53
GS3_103.3,1.69
GS3_201.3,1.34
GS3_113.1,1.61
GS3_103.8,1.41
GS3_113.3,1.45
GS3_201.5,1.71
GS3_201.1,1.46
GS3_201.4,1.42
GS3_234.6,1.86
GS3_234.1,1.51
GS3_234.4,1.55
GS3_103.6,1.26
GS3_200.9,1.32
GS3_145.6,1.24
GS3_145.4,1.3
GS3_201.10,1.37
GS3_201.9,1.4
GS3_159.9,1.19
GS3_159.10,1.28
GS3_159.1,1.27
GS3_44.1,1.35
GS3_159.2,1.37
GS3_88.7,1.02
GS3_113.5,1.7
GS3_44.2,1.24
GS3_61.2,1.52
GS3_234.2,1.83
GS3_88.3,1.2
GS3_113.6,1.62
GS3_113.8,1.38
GS3_113.7,1.3
GS3_195.7,1.69
GS3_201.6,1.43
GS3_113.9,1.16
GS3_234.5,1.42
GS3_103.5,1.42
GS3_134.9,1.58
GS3_113.2,1.45
GS3_88.8,0.9
GS3_195.2,1.44
GS3_103.1,1.7
GS3_200.4,1.55
GS3_200.1,1.68
GS3_111.1,1.54
GS3_234.9,1.82
GS3_200.10,1.98
GS3_195.9,1.47
GS3_200.3,1.8
GS3_195.6,1.65
GS3_195.8,1.58
GS3_195.1,1.54
GS3_200.8,1.69
GS3_195.3,1.82
GS3_234.7,1.66
GS3_200.2,1.59
GS3_111.5,1.63
GS3_195.4,1.69
GS3_200.6,1.8
GS3_111.2,1.61
GS3_195.5,1.51
GS3_111.4,1.42
GS3_111.9,1.49
GS3_145.3,1.44
GS3_111.3,1.68
GS3_145.2,1.32
GS3_145.5,1.45
GS3_111.8,1.59
GS3_111.6,1.87
GS3_145.7,1.23
GS3_111.7,1.57
GS3_103.9,1.37
GS3_234.8,1.96
GS3_103.2,1.15
GS3_145.1,1.09
GS3_103.10,1.37
GS3_103.4,1.44
GS3_200.7,1.67
GS3_111.10,2.05
GS3_200.5,1.69
GS3_44.3,1.41
GS3_134.7,1.25
GS3_159.8,1.32
GS3_61.3,1.29
GS3_61.4,1.45
GS3_159.7,1.33
GS3_61.1,1.99
GS3_61.6,1.58
GS3_44.4,1.17
GS3_159.5,1.58
GS3_44.9,1.31
GS3_44.8,1.29
GS3_44.7,1.34
GS3_61.5,1.31
GS3_44.10,1.44
GS3_44.6,1.45
GS3_159.6,1.4
GS3_134.5,1.39
GS3_225.8,1.44
GS3_134.3,1.18
GS3_225.9,1.77
GS3_134.1,1.2
GS3_134.10,1.39
GS3_134.8,1.4
GS3_134.6,1.46
GS3_225.2,1.34
GS3_225.10,1.14
GS3_225.3,1.35
GS3_225.1,1.25
GS3_225.4,1.24
GS3_134.2,1.16
GS3_225.7,1.43
GS3_225.5,1.38
GS3_44.5,1.3
GS3_134.4,1.07
GS3_225.6,1.31
GS3_70.8,1.36
GS3_199.8,1.16
GS3_199.1,1.31
GS3_184.5,1.2
GS3_184.8,1.44
GS3_70.2,1.2
GS3_224.6,1.3
GS3_70.5,1.52
GS3_70.3,1.3
GS3_70.6,1.6
GS3_224.1,1
GS3_70.10,1.79
GS3_224.10,0.98
GS3_224.3,1.1
GS3_224.8,1.03
GS3_70.4,1.81
GS3_70.7,1.54
GS3_224.9,1.24
GS3_199.3,1.16
GS3_184.2,1.24
GS3_188.6,1.12
GS3_199.7,1.14
GS3_224.7,1.04
GS3_188.9,1.42
GS3_188.4,1.33
GS3_199.4,1.19
GS3_224.5,0.76
GS3_224.4,1.18
GS3_184.7,1.41
GS3_184.10,1.34
GS3_184.9,1.33
GS3_199.5,1.34
GS3_199.10,1.33
GS3_184.6,1.45
GS3_199.6,1.36
GS3_199.9,1.18
GS3_224.2,1.01
GS3_199.2,1.38
GS3_188.7,1.35
GS3_231.2,1.53
GS3_106.2,1.37
GS3_133.4,1.28
GS3_231.5,1.57
GS3_188.3,1.09
GS3_133.6,1.29
GS3_231.6,1.36
GS3_106.4,1.21
GS3_133.3,1.13
GS3_184.1,1.44
GS3_106.10,1.44
GS3_188.2,1.42
GS3_133.9,1.1
GS3_188.5,1.33
GS3_184.3,1.82
GS3_188.1,1.11
GS3_184.4,1.11
GS3_188.10,1.96
GS3_188.8,1.29
GS3_133.2,1.09
GS3_133.10,1.57
GS3_231.3,1.36
GS3_231.1,1.52
GS3_106.8,1.13
GS3_133.5,1.17
GS3_106.9,1.23
GS3_106.6,1.85
GS3_231.10,1.37
GS3_231.7,1.7
GS3_106.7,1.36
GS3_133.8,1.22
GS3_106.3,1.58
GS3_133.7,1.23
GS3_106.5,1.14
GS3_231.8,1.44
GS3_133.1,1.31
GS3_231.4,1.26
GS3_106.1,1.14
GS3_231.9,1.55
GS3_70.9,0.78
GS3_70.1,1.91
GS3_69.10,1.87
GS3_206.01,1.35
GS3_78.04,0.77
GS3_69.06,1.52
GS3_46.06,1.2
GS3_78.01,1.3
GS3_46.09,1.61
GS3_182.05,1.2
GS3_69.08,1.65
GS3_182.06,1.04
GS3_69.07,1.35
GS3_206.04,1.36
GS3_69.01,1.6
GS3_182.01,1.45
GS3_206.02,1.34
GS3_206.03,1.37
GS3_78.02,1.38
GS3_172.01,1.47
GS3_46.07,1.2
GS3_206.05,1.14
GS3_15.02,1.35
GS3_182.04,1.4
GS3_15.04,1.08
GS3_206.06,1.33
GS3_182.08,1.33
GS3_69.04,2.49
GS3_206.08,1.22
GS3_15.05,1.14
GS3_15.10,1.11
GS3_165.08,1.17
GS3_46.02,1.23
GS3_182.03,1.27
GS3_69.05,1.44
GS3_46.05,1.05
GS3_78.03,1.77
GS3_78.10,1.08
GS3_165.06,1.55
GS3_78.08,1.33
GS3_182.07,1.2
GS3_172.05,1.27
GS3_15.07,1.3
GS3_78.07,1.11
GS3_165.01,1.26
GS3_46.08,1.68
GS3_15.09,1.36
GS3_165.04,1.32
GS3_165.09,1.17
GS3_165.05,1.61
GS3_172.04,1.46
GS3_78.09,1.25
GS3_172.06,1.48
GS3_69.03,1.79
GS3_165.10,1.55
GS3_165.03,1.16
GS3_46.03,1.34
GS3_165.02,1.21
GS3_78.06,1.29
GS3_15.08,1.18
GS3_78.05,1.28
GS3_172.03,2.39
GS3_172.08,1.41
GS3_172.10,1.56
GS3_182.02,1.47
GS3_172.09,1.45
GS3_69.09,1.72
GS3_46.04,1.26
GS3_15.03,1.15
GS3_165.07,1.38
GS3_206.09,1.36
GS3_15.06,1.44
GS3_206.10,1.21
GS3_172.07,1.29
GS3_46.01,1.21
GS3_15.01,1.22
GS3_69.02,1.3
GS3_206.07,1.23
GS3_172.02,1.55
